1064,GENERAL SCIENCE VII,RENUKA KAUL,,HYDERABAD,90,YES,8,388,,0,1,,BOOK,51,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1065,BRINGING SCIENCE TO LIFE,SEEMA BALI,,NEWDELHI,90,YES,8,373,,2015,1,,BOOK,270,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,1,,PURCHASE,,          ,0,,,,1,
1066,FACTUAL SCIENCE CLASS -5,MAX MULLER,,CANADA,90,YES,8,380,,2016,1,,BOOK,199,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1067,WONDER OF SCIENCE-2,SHAKUNTALA DATTA,,NEWDELHI,90,YES,8,3,,0,1,,BOOK,99,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1068,WONDER OF SCIENCE-1,SHAKUNTALA DATTA,,NEWDELHI,90,YES,8,3,,0,1,,BOOK,99,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1069,SCIENCE A HEAD 5,SUMITRA SIROMANI,,NEWDELHI,90,YES,8,328,,2011,1,,BOOK,172,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
107,MY STUDIO CLASS 3 MATH,CHRYSALIS,,,11,YES,2,331,,0,1,,BOOK,150,0,RUPEES,,2017-06-19 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,12,,PURCHASE,,          ,0,,,,1,
1070,SCIENCE A HEAD 5,SUMITRA SIROMANI,,NEWDELHI,90,YES,8,328,,2011,1,,BOOK,150,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1071,SCIENCE A HEAD 1,SUMITRA SIROMANI,,NEWDELHI,90,YES,8,328,,2011,1,,BOOK,150,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1072,SCIENCE A HEAD 3,SUMITRA SIROMANI,,NEWDELHI,90,YES,8,328,,2011,1,,BOOK,162,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
